CID,IsomericSMILES,Descriptors,MolecularWeight,Descriptor Count,alcohol,animal,aquatic,earthy,flower,fruity,green,herbal,savory,spices,woody
121677,CC1=CC2=C(C=C1)C(CC=C2)(C)C,['spices'],172.125200512,1,0,0,0,0,0,0,0,0,0,1,0
121694,CCC1=C(OC(=N1)C)C,"['savory', 'green']",125.084063972,2,0,0,0,0,0,0,1,0,1,0,0
121700,CCCC(=O)CC(=O)OC,"['savory', 'fruity']",144.078644244,2,0,0,0,0,0,1,0,0,1,0,0
121719,CC1(C2CC1C(=C)C(=O)C2)C,['herbal'],150.104465068,1,0,0,0,0,0,0,0,1,0,0,0
121731,CC1=CC=CCC1,['fruity'],94.07825032,1,0,0,0,0,0,1,0,0,0,0,0
121738,CCCCCCCCCC(=O)OCC(C)C,"['savory', 'fruity', 'alcohol']",228.208930136,3,1,0,0,0,0,1,0,0,1,0,0
121739,CCCCCCCCCC(=O)OCCC,"['savory', 'fruity', 'green']",214.193280072,3,0,0,0,0,0,1,1,0,1,0,0
121767,CC(=O)OC1(CCCCC1)C,"['fruity', 'flower']",156.115029752,2,0,0,0,0,1,1,0,0,0,0,0
121774,C1CC2CC1C3C2C(CC3)CO,['herbal'],166.135765196,1,0,0,0,0,0,0,0,1,0,0,0
121790,CCCCCCC(C(=O)C)C(=O)OCC,"['flower', 'alcohol', 'herbal', 'fruity', 'green']",214.156894564,5,1,0,0,0,1,1,1,1,0,0,0
121797,CC1=CCC(CC1OC=O)C(=C)C,"['fruity', 'herbal']",180.115029752,2,0,0,0,0,0,1,0,1,0,0,0
122370,CSCS,['savory'],93.991092192,1,0,0,0,0,0,0,0,0,1,0,0
122419,CCCC(=O)OCC(C)O,"['fruity', 'aquatic']",146.094294308,2,0,0,1,0,0,1,0,0,0,0,0
122485,CC(C)[C@H]1CC[C@@](C=C1)(C)O,"['flower', 'herbal', 'animal']",154.135765196,3,0,1,0,0,1,0,0,1,0,0,0
122491,CCC=CCC=CC=CC=C,['green'],148.125200512,1,0,0,0,0,0,0,1,0,0,0,0
122510,CC1CCC2C13CC(C2(C)C)C4(C(C3)O4)C,"['animal', 'aquatic', 'herbal', 'earthy', 'woody']",220.182715388,5,0,1,1,1,0,0,0,1,0,0,1
122594,CCCC1=NC=C(N=C1C)C,['savory'],150.115698448,1,0,0,0,0,0,0,0,0,1,0,0
122936,CC1=C(C=CC(=C1)C=O)OC,"['earthy', 'flower']",150.06807956,2,0,0,0,1,1,0,0,0,0,0,0
122941,CCOC1=NC=CN=C1C,"['savory', 'earthy', 'fruity']",138.07931294,3,0,0,0,1,0,1,0,0,1,0,0
122943,CC(C)(C)C1=NC=CN=C1,"['savory', 'herbal', 'green']",136.100048384,3,0,0,0,0,0,0,1,1,1,0,0
122954,CC=CCCC1CCCC(=O)O1,"['fruity', 'flower']",168.115029752,2,0,0,0,0,1,1,0,0,0,0,0
123388,CCSSC,"['savory', 'green']",108.006742256,2,0,0,0,0,0,0,1,0,1,0,0
123406,CCC1=CC=CC=C1C=O,"['savory', 'flower', 'green']",134.07316494,3,0,0,0,0,1,0,1,0,1,0,0
123935,C[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,['savory'],217.10625596,1,0,0,0,0,0,0,0,0,1,0,0
125207,C=CCCCCCCCCCC(=O)O,['fruity'],198.161979944,1,0,0,0,0,0,1,0,0,0,0,0
125468,C/C=C(\C)/C(=O)O,"['savory', 'earthy', 'fruity', 'herbal']",100.052429496,4,0,0,0,1,0,1,0,1,1,0,0
135309,CCCC[C@H](CC)C(=O)O,"['herbal', 'animal']",144.115029752,2,0,1,0,0,0,0,0,1,0,0,0
136330,CC1=CC=CC(CC1=O)(C)C,['herbal'],150.104465068,1,0,0,0,0,0,0,0,1,0,0,0
136335,C1CCSSC1,['savory'],120.006742256,1,0,0,0,0,0,0,0,0,1,0,0
136363,CCC(=O)C(C)(C)C,['herbal'],114.104465068,1,0,0,0,0,0,0,0,1,0,0,0
136505,C1CCOC(C1)O,"['earthy', 'herbal']",102.06807956,2,0,0,0,1,0,0,0,1,0,0,0
137281,CC(C)CC=CC(=O)C,"['herbal', 'green']",126.104465068,2,0,0,0,0,0,0,1,1,0,0,0
137829,CC(C1CCCCC1)O,"['savory', 'fruity', 'aquatic', 'herbal']",128.120115132,4,0,0,1,0,0,1,0,1,1,0,0
137980,CC1=CN=CS1,['savory'],99.01427016,1,0,0,0,0,0,0,0,0,1,0,0
138187,CCOC(C)(C1=CC=CC=C1)OCC,"['fruity', 'flower', 'green']",194.130679816,3,0,0,0,0,1,1,1,0,0,0,0
138212,CC(C)C(C)(C1=CC=CC=C1)O,"['flower', 'green']",164.120115132,2,0,0,0,0,1,0,1,0,0,0,0
138217,CC(C)C(=O)C(=O)C(C)C,"['savory', 'fruity']",142.099379688,2,0,0,0,0,0,1,0,0,1,0,0
138260,CCCC(OC)OC,"['savory', 'alcohol', 'aquatic', 'green']",118.099379688,4,1,0,1,0,0,0,1,0,1,0,0
138345,CCC=S,['savory'],74.019021192,1,0,0,0,0,0,0,0,0,1,0,0
138418,CCCOC(=O)C(C)(C)C,['fruity'],144.115029752,1,0,0,0,0,0,1,0,0,0,0,0
138420,CCCCOC(=O)C(C)(C)C,"['fruity', 'herbal']",158.130679816,2,0,0,0,0,0,1,0,1,0,0,0
138491,CSC(SC)SC,"['savory', 'earthy', 'animal']",153.99446332,3,0,1,0,1,0,0,0,0,1,0,0
138508,CCCC(=O)C(=O)CCC,"['savory', 'fruity']",142.099379688,2,0,0,0,0,0,1,0,0,1,0,0
139711,CCSC(C)SCC,"['savory', 'fruity']",150.053692448,2,0,0,0,0,0,1,0,0,1,0,0
140001,CC1=CC=CC=C1C2=NC3=CC=CC=C3S2,"['animal', 'flower', 'green']",225.061220352,3,0,1,0,0,1,0,1,0,0,0,0
140615,CCCCOC(=O)CC=CC,['herbal'],156.115029752,1,0,0,0,0,0,0,0,1,0,0,0
140649,CCCCCC#CCC,"['aquatic', 'green']",124.125200512,2,0,0,1,0,0,0,1,0,0,0,0
141850,CC(C1=CC=CC=C1)S,"['savory', 'fruity', 'flower']",138.05032132,3,0,0,0,0,1,1,0,0,1,0,0
142266,CC(=O)CC(=O)OCC1=CC=CC=C1,"['flower', 'animal', 'aquatic', 'herbal', 'fruity']",192.078644244,5,0,1,1,0,1,1,0,1,0,0,0
142629,CC=CSC,['savory'],88.034671256,1,0,0,0,0,0,0,0,0,1,0,0
143444,CC(C)CC(OC)OC,"['savory', 'fruity', 'aquatic', 'green']",132.115029752,4,0,0,1,0,0,1,1,0,1,0,0
143498,CC(C)(C1=CC=CC=C1)C(=O)OC,"['flower', 'green']",178.099379688,2,0,0,0,0,1,0,1,0,0,0,0
143990,CC1=CC(=C(O1)C)SC,['savory'],142.04523594,1,0,0,0,0,0,0,0,0,1,0,0
145386,CC(C)CCCC(C)CCCC(C)CCCC(=CCO)C,"['flower', 'green']",296.3079159,2,0,0,0,0,1,0,1,0,0,0,0
146586,CC(=CCS)C,['savory'],102.05032132,1,0,0,0,0,0,0,0,0,1,0,0
149211,CCCCCCCCCCCCC=CC=O,['savory'],224.214015516,1,0,0,0,0,0,0,0,0,1,0,0
151492,CCCC(CC(=O)O)O,"['savory', 'fruity']",132.078644244,2,0,0,0,0,0,1,0,0,1,0,0
154271,C1=CC=C(C=C1)CCCCCCCO,"['flower', 'green']",192.15141526,2,0,0,0,0,1,0,1,0,0,0,0
154381,CCCCCCOC(=O)C(C)C=CC,['fruity'],198.161979944,1,0,0,0,0,0,1,0,0,0,0,0
155007,CC(C=O)C1CCC(O1)(C)C=C,"['aquatic', 'flower']",168.115029752,2,0,0,1,0,1,0,0,0,0,0,0
155626,CC(=C)C1CCC(C=C1)(C)O,"['flower', 'herbal', 'animal']",152.120115132,3,0,1,0,0,1,0,0,1,0,0,0
155724,CC(C)[C@@H]1CC[C@@]2([C@H]1[C@@H]3C(=C)CC[C@@H]2S3)C,"['earthy', 'animal']",236.159871768,2,0,1,0,1,0,0,0,0,0,0,0
155771,CCCCCC#CC(=O)OCC=C,['green'],180.115029752,1,0,0,0,0,0,0,1,0,0,0,0
156273,CCCCC1OCC(O1)C,"['savory', 'alcohol', 'green']",144.115029752,3,1,0,0,0,0,0,1,0,1,0,0
156605,CC(CC(C)(C)C#N)C1=CC=CC=C1,"['flower', 'savory', 'herbal', 'fruity', 'green']",187.136099544,5,0,0,0,0,1,1,1,1,1,0,0
157343,CCOC(=O)[C@@]12CCC[C@@H]1[C@@H]3CC[C@H]2C3,"['alcohol', 'fruity', 'flower']",208.14632988,3,1,0,0,0,1,1,0,0,0,0,0
158410,CCC(=O)OCC(C)(C)CC1=C(CCC1C(=C)C)C,['animal'],264.208930136,1,0,1,0,0,0,0,0,0,0,0,0
159055,C[C@@]12CC[C@@H](C1(C)C)CC2=O,"['aquatic', 'herbal', 'green']",152.120115132,3,0,0,1,0,0,0,1,1,0,0,0
160065,CCC(C)(CCC1=CC=CC=C1)OC(=O)C,"['flower', 'aquatic', 'herbal', 'fruity', 'green']",220.14632988,5,0,0,1,0,1,1,1,1,0,0,0
160138,C1CC2C3CC(C2C1CO)CC3CO,"['woody', 'flower', 'animal']",196.14632988,3,0,1,0,0,1,0,0,0,0,0,1
160641,CCOC(=O)C(C)C1CCCCC1,"['fruity', 'green']",184.14632988,2,0,0,0,0,0,1,1,0,0,0,0
160799,CC1=C[C@H]2[C@@H](CC[C@]([C@@H]2CC1)(C)O)C(C)C,['earthy'],222.198365452,1,0,0,0,1,0,0,0,0,0,0,0
161475,[CH2]CCCO,['herbal'],73.065339908,1,0,0,0,0,0,0,0,1,0,0,0
161675,CC(=O)OCC1CCC2C1C3CCC2C3,"['fruity', 'woody', 'flower', 'animal']",208.14632988,4,0,1,0,0,1,1,0,0,0,0,1
161936,CCC(C)C1CCCCC1(C#C)OC(=O)C,['animal'],222.161979944,1,0,1,0,0,0,0,0,0,0,0,0
161949,CC1(CCCCCCCCCCC1)OC,"['green', 'animal']",212.214015516,2,0,1,0,0,0,0,1,0,0,0,0
161960,CCCCC1COCC(C1OC(=O)C)C,"['savory', 'earthy', 'flower', 'herbal']",214.156894564,4,0,0,0,1,1,0,0,1,1,0,0
162002,C[C@@H]1CC[C@@H]2[C@]13CC[C@@]([C@H](C3)C2(C)C)(C)OC=O,"['animal', 'herbal', 'green']",250.193280072,3,0,1,0,0,0,0,1,1,0,0,0
162027,CCOC(C)OC(C)(CCC=C(C)C)C=C,"['aquatic', 'fruity', 'flower', 'herbal']",226.193280072,4,0,0,1,0,1,1,0,1,0,0,0
162030,CCCCCC1C(CCC1=O)CC(=O)C,['flower'],210.161979944,1,0,0,0,0,1,0,0,0,0,0,0
162053,CC(CCCC(C)(C)OC)C(C)O,"['woody', 'flower']",188.177630008,2,0,0,0,0,1,0,0,0,0,0,1
162061,COCOC1CCCCCCCCCCC1,['animal'],228.208930136,1,0,1,0,0,0,0,0,0,0,0,0
162105,CC(C)(CCCC1=CCCC(C1)C=O)O,['flower'],210.161979944,1,0,0,0,0,1,0,0,0,0,0,0
162248,CCC(C)C1CCCCC1(C=C)OC(=O)C,['animal'],224.177630008,1,0,1,0,0,0,0,0,0,0,0,0
162249,CCCCCCC1C(CCC1=O)C(=O)OC,"['aquatic', 'flower', 'herbal', 'green']",226.156894564,4,0,0,1,0,1,0,1,1,0,0,0
162267,CCCCCCCCCCC(C)C=O,['animal'],198.198365452,1,0,1,0,0,0,0,0,0,0,0,0
162275,COC(=O)C1=CC=CC=C1N=CC2=CC=CC=C2,"['savory', 'fruity', 'flower']",239.094628656,3,0,0,0,0,1,1,0,0,1,0,0
162292,CC1=C(SC=N1)C(=O)C,['savory'],141.024834844,1,0,0,0,0,0,0,0,0,1,0,0
162309,CC(=CCCC(=CCCC1=CC=NC=C1)C)C,['aquatic'],229.183049736,1,0,0,1,0,0,0,0,0,0,0,0
162363,CCCCCCC=C1CCCC1=O,"['fruity', 'flower']",180.15141526,2,0,0,0,0,1,1,0,0,0,0,0
162392,C=CCCCCCCCC=O,"['aquatic', 'fruity', 'flower', 'green']",154.135765196,4,0,0,1,0,1,1,1,0,0,0,0
162409,COC(=O)C=C1CCCC1,"['fruity', 'flower', 'green']",140.083729624,3,0,0,0,0,1,1,1,0,0,0,0
162413,CC(C)CCCCCCOC(=O)C,"['fruity', 'flower', 'herbal']",186.161979944,3,0,0,0,0,1,1,0,1,0,0,0
162418,CC(CCC=C(C)C)CC(C)O,"['fruity', 'flower']",170.167065324,2,0,0,0,0,1,1,0,0,0,0,0
162452,CC1(CCC=C2C1CCC(C2)(C)O)C,"['earthy', 'animal']",194.167065324,2,0,1,0,1,0,0,0,0,0,0,0
162479,CC(C)CCCC(C)C(=C)O,"['flower', 'aquatic', 'herbal', 'fruity', 'woody']",156.15141526,5,0,0,1,0,1,1,0,1,0,0,1
162481,CC1CC2C3CCC(C3)C2CC1=O,"['fruity', 'woody', 'herbal']",178.135765196,3,0,0,0,0,0,1,0,1,0,0,1
162493,C1=CC=C(C=C1)CCOCC=O,"['flower', 'green']",164.083729624,2,0,0,0,0,1,0,1,0,0,0,0
162500,CCC=CCOC(=O)C,"['fruity', 'flower', 'green']",128.083729624,3,0,0,0,0,1,1,1,0,0,0,0
162512,CC(=O)C1C2CCC(C2)C1(C)C,"['fruity', 'herbal']",166.135765196,2,0,0,0,0,0,1,0,1,0,0,0
162533,CC1=CC=C(C=C1)CC(OC)OC,"['flower', 'green']",180.115029752,2,0,0,0,0,1,0,1,0,0,0,0
162566,CCCCCC=C(C)C=O,"['fruity', 'green']",140.120115132,2,0,0,0,0,0,1,1,0,0,0,0
162595,CCCC(C)C=NC1=CC=CC=C1C(=O)OC,"['fruity', 'flower', 'green']",233.141578848,3,0,0,0,0,1,1,1,0,0,0,0
163236,CC(C)COC(=O)C=CC1=CC=CO1,"['flower', 'herbal']",194.094294308,2,0,0,0,0,1,0,0,1,0,0,0
163263,C[C@]12CCCC([C@@H]1CC[C@@]([C@@H]2CC[C@](C)(C=C)O)(C)O)(C)C,"['animal', 'green']",308.271530392,2,0,1,0,0,0,0,1,0,0,0,0
163400,CCOC(C)OC(C)(CCCC(C)C)C=C,"['aquatic', 'fruity', 'flower']",228.208930136,3,0,0,1,0,1,1,0,0,0,0,0
163414,CCC(C)C(=O)N(C)C1=CC=CC=C1,"['aquatic', 'fruity', 'flower']",191.131014164,3,0,0,1,0,1,1,0,0,0,0,0
163418,CCC1(C2(CCCC1(CC2)C)C)O,['earthy'],182.167065324,1,0,0,0,1,0,0,0,0,0,0,0
163529,COC1CC2CC1C3C2CC(C3)C=O,"['aquatic', 'flower', 'herbal', 'green']",194.130679816,4,0,0,1,0,1,0,1,1,0,0,0
163546,CC1OCC2(CC3CCC2C3)CO1,"['fruity', 'green']",182.130679816,2,0,0,0,0,0,1,1,0,0,0,0
163588,CCCC(C)COC(=O)C(C)CCC,"['fruity', 'flower']",200.177630008,2,0,0,0,0,1,1,0,0,0,0,0
163617,CC=C1CC2CC1C3C2OCCC3,"['fruity', 'green']",178.135765196,2,0,0,0,0,0,1,1,0,0,0,0
163620,CCOC(=O)OC1C(CCC(C1C)C)C,"['fruity', 'aquatic', 'flower']",214.156894564,3,0,0,1,0,1,1,0,0,0,0,0
164355,CCC1=CC=C(C=C1)CC(C)(C)C#N,"['spices', 'aquatic', 'herbal']",187.136099544,3,0,0,1,0,0,0,0,1,0,1,0
164623,CCC(C)C(C(=O)O)O,"['savory', 'fruity']",132.078644244,2,0,0,0,0,0,1,0,0,1,0,0
165224,CSCCCCCCN=C=S,"['savory', 'green']",189.06459148,2,0,0,0,0,0,0,1,0,1,0,0
165675,C[C@H]1CC[C@@H]([C@H](C1)O)C(C)C,"['aquatic', 'herbal']",156.15141526,2,0,0,1,0,0,0,0,1,0,0,0
166220,CC1=CCC(C1(C)C)CCC(C)CO,"['savory', 'woody', 'herbal']",196.182715388,3,0,0,0,0,0,0,0,1,1,0,1
166246,CC1(C(O1)C(=O)OC)C2CC3CC2C=C3,"['fruity', 'flower']",208.109944372,2,0,0,0,0,1,1,0,0,0,0,0
166247,CCC(C)C1CCCCC1(C)OC(=O)C,['fruity'],212.177630008,1,0,0,0,0,0,1,0,0,0,0,0
166257,CC(=CCCC(C)(C)OC(=O)C)C=C,"['fruity', 'aquatic', 'herbal']",196.14632988,3,0,0,1,0,0,1,0,1,0,0,0
166258,CC1=C(C(CCC1)(C)C)C=CC#N,"['flower', 'herbal']",175.136099544,2,0,0,0,0,1,0,0,1,0,0,0
166302,CC(=CCOC(=O)C=C(C)C)C,"['fruity', 'herbal', 'green']",168.115029752,3,0,0,0,0,0,1,1,1,0,0,0
166341,CCCCCCCCCCOCC=O,"['flower', 'green']",200.177630008,2,0,0,0,0,1,0,1,0,0,0,0
166343,CCCCCCCCC=NC1=CC=CC=C1C(=O)OC,"['fruity', 'flower']",275.18852904,2,0,0,0,0,1,1,0,0,0,0,0
166364,CC1=CCCC(C1)C(=O)CC(=O)CC(C)C,['flower'],222.161979944,1,0,0,0,0,1,0,0,0,0,0,0
166371,CCCCCCCCCCOC(=O)CC(C)C,"['alcohol', 'fruity']",242.2245802,2,1,0,0,0,0,1,0,0,0,0,0
166406,CCCCCCCCCCCCC1CCOC1=O,"['fruity', 'animal']",254.2245802,2,0,1,0,0,0,1,0,0,0,0,0
166450,CC12CCCC(C1=NO)(CC2)C,"['fruity', 'aquatic', 'herbal']",167.131014164,3,0,0,1,0,0,1,0,1,0,0,0
166500,CCOC(=O)C1C(=C(CCC1(C)C)C)C,"['fruity', 'flower']",210.161979944,2,0,0,0,0,1,1,0,0,0,0,0
166517,CC(C)OCCOC(=O)C1=CC=CC=C1O,"['fruity', 'flower', 'herbal']",224.104858992,3,0,0,0,0,1,1,0,1,0,0,0
166523,CCCC(C)C1OCC(CO1)(C)CCC,"['aquatic', 'flower', 'herbal', 'green']",214.193280072,4,0,0,1,0,1,0,1,1,0,0,0
167812,C[C@H]1CC[C@@H]2[C@]13CC(=C(C)C)[C@](O3)(C=C2C)O,['aquatic'],234.161979944,1,0,0,1,0,0,0,0,0,0,0,0
169211,CC1(C2CC=C(C1C2)CC=O)C,['woody'],164.120115132,1,0,0,0,0,0,0,0,0,0,0,1
169223,CCCCCCCCC(=O)OCC(C)C,"['alcohol', 'fruity', 'flower']",214.193280072,3,1,0,0,0,1,1,0,0,0,0,0
169321,CC(C)CCCCCOC(=O)C,['fruity'],172.14632988,1,0,0,0,0,0,1,0,0,0,0,0
169812,CC(C)C1CCC(CC1)CC(C)C(=O)C,['woody'],210.198365452,1,0,0,0,0,0,0,0,0,0,0,1
169818,CC(CCCC(=C)C)CO,"['fruity', 'aquatic', 'green']",142.135765196,3,0,0,1,0,0,1,1,0,0,0,0
169830,CCC1=CC=C(S1)C=O,"['savory', 'fruity']",140.029585876,2,0,0,0,0,0,1,0,0,1,0,0
170239,CC(=CCCC(C)(C=C)S)C,"['savory', 'fruity', 'aquatic', 'flower']",170.112921576,4,0,0,1,0,1,1,0,0,1,0,0
170833,C[C@@H]1CC[C@H]([C@@H](C1)O)C(=C)C,"['fruity', 'flower', 'herbal', 'green']",154.135765196,4,0,0,0,0,1,1,1,1,0,0,0
170948,CCCC(=O)OCC(C)OC(=O)CCC,"['savory', 'fruity']",216.13615912,2,0,0,0,0,0,1,0,0,1,0,0
170977,CCCCCCCC(C=C)O,"['savory', 'earthy', 'fruity']",156.15141526,3,0,0,0,1,0,1,0,0,1,0,0
172501,CC(C)CC(C)CCCC(C)O,"['savory', 'fruity', 'flower', 'green']",172.182715388,4,0,0,0,0,1,1,1,0,1,0,0
172843,CC1CC(CC(=O)O1)(C)C,"['savory', 'fruity', 'herbal']",142.099379688,3,0,0,0,0,0,1,0,1,1,0,0
172844,CCC1OCC2(CC(=CCC2C)C)CO1,"['herbal', 'green']",210.161979944,2,0,0,0,0,0,0,1,1,0,0,0
173058,CC(C)C1=CC2=CC[C@@H]3[C@@]([C@H]2CC1)(CCC[C@@]3(C)C(=O)OC)C,['woody'],316.240230264,1,0,0,0,0,0,0,0,0,0,0,1
173535,CC(C)C(=O)OCC=C(C)C,"['savory', 'fruity', 'green']",156.115029752,3,0,0,0,0,0,1,1,0,1,0,0
173536,CCCCC(=O)C1=C(CCCC1(C)C)C,['fruity'],208.182715388,1,0,0,0,0,0,1,0,0,0,0,0
173843,CCCCC1C2=C(C=CCC2)C(=O)O1,"['herbal', 'green']",192.115029752,2,0,0,0,0,0,0,1,1,0,0,0
174183,CC1C2C3CC(C2C=C1C)C(C3)O,"['earthy', 'herbal']",178.135765196,2,0,0,0,1,0,0,0,1,0,0,0
174845,CCC12CCC(C1)C(C2)C3(CCCCC3)O,['flower'],222.198365452,1,0,0,0,0,1,0,0,0,0,0,0
175039,CC1C2CC(C2(C)C)CC1S,"['savory', 'fruity', 'green']",170.112921576,3,0,0,0,0,0,1,1,0,1,0,0
175127,C=CCCCCCCCCC(=O)OCCC1=CC=CC=C1,"['savory', 'herbal']",288.208930136,2,0,0,0,0,0,0,0,1,1,0,0
175170,CCOC1=NC=CN=C1C(C)C,"['savory', 'earthy', 'green']",166.110613068,3,0,0,0,1,0,0,1,0,1,0,0
175173,CCOC(=O)C1=C(CCCC1(C)C)C,"['fruity', 'green']",196.14632988,2,0,0,0,0,0,1,1,0,0,0,0
175211,CCOC(C)(CCC=C(C)C)C=C,"['fruity', 'flower', 'green']",182.167065324,3,0,0,0,0,1,1,1,0,0,0,0
175220,CCCCCCCOCC(=O)CO,"['savory', 'earthy', 'green']",188.1412445,3,0,0,0,1,0,0,1,0,1,0,0
175231,CC(CCC=C(C)C)CCOC(CC1=CC=CC=C1)OCCC2=CC=CC=C2,"['savory', 'flower']",380.271530392,2,0,0,0,0,1,0,0,0,1,0,0
175273,C1C=CC2C1C3CC2CC3OCC=O,"['fruity', 'green']",192.115029752,2,0,0,0,0,0,1,1,0,0,0,0
175366,CCC1=NC=CN=C1SC,"['savory', 'earthy', 'green', 'animal']",154.05646932,4,0,1,0,1,0,0,1,0,1,0,0
175381,CCCC(=O)OC(C)(C)[C@@H]1CC[C@@H](C2=C(C1)[C@H](CC2)C)C,"['fruity', 'flower', 'animal']",292.240230264,3,0,1,0,0,1,1,0,0,0,0,0
175481,C[C@@H]1CC[C@@H]2C13CC[C@]([C@H](C3)C2(C)C)(C)C(=O)C,['herbal'],248.214015516,1,0,0,0,0,0,0,0,1,0,0,0
175553,CCCCCCCC(CCCC(=O)OCC(CO)O)O,"['savory', 'fruity', 'aquatic']",290.20932406,3,0,0,1,0,0,1,0,0,1,0,0
175572,CC(C)OC(=O)CC1=CCCCC1,"['savory', 'spices', 'flower']",182.130679816,3,0,0,0,0,1,0,0,0,1,1,0
175596,CC1CCC2(CC1)CCC(=O)O2,"['savory', 'fruity', 'spices']",168.115029752,3,0,0,0,0,0,1,0,0,1,1,0
175606,CC1CC[C@H](C(=O)C1)C(C)(C)OC(=S)C,"['fruity', 'herbal']",228.11840088,2,0,0,0,0,0,1,0,1,0,0,0
175612,CC1(CC(C2=CCCCC21)(C)C=O)C,"['fruity', 'herbal']",192.15141526,2,0,0,0,0,0,1,0,1,0,0,0
175661,CC1=CCC(CC1)C(C)CC2CCCC2=O,['fruity'],220.182715388,1,0,0,0,0,0,1,0,0,0,0,0
175948,CC1=CC(=CC=C1)CC(C)(C)CO,"['fruity', 'flower', 'green']",178.135765196,3,0,0,0,0,1,1,1,0,0,0,0
176983,CC1=CC=C(CC1)C(=C)C,"['fruity', 'woody', 'aquatic', 'herbal']",134.109550448,4,0,0,1,0,0,1,0,1,0,0,1
177050,C[C@@H](CO)C1=CC=CC=C1,"['fruity', 'flower']",136.088815004,2,0,0,0,0,1,1,0,0,0,0,0
177610,CCOC(=O)[C@@H]1[C@H](C1(C)C)C=C(C)C,"['alcohol', 'fruity', 'flower', 'herbal']",196.14632988,4,1,0,0,0,1,1,0,1,0,0,0
181106,CCCCCCC(=O)C=C,['savory'],140.120115132,1,0,0,0,0,0,0,0,0,1,0,0
181747,CCC=CCC=CC=CC=O,['fruity'],150.104465068,1,0,0,0,0,0,1,0,0,0,0,0
182502,CCC=CCC(=O)C=C,['earthy'],124.088815004,1,0,0,0,1,0,0,0,0,0,0,0
183870,CCCCCC[C@@H]1CCC(=O)O1,"['savory', 'fruity']",170.130679816,2,0,0,0,0,0,1,0,0,1,0,0
184493,CC1(CCCCC(C1(CC=C)O)(C)C)C,"['earthy', 'herbal']",210.198365452,2,0,0,0,1,0,0,0,1,0,0,0
184852,C=CCCCCN=C=S,['green'],141.061220352,1,0,0,0,0,0,0,1,0,0,0,0
187947,CCCCCCCCCCC=CO,"['fruity', 'flower']",184.182715388,2,0,0,0,0,1,1,0,0,0,0,0
193586,CCCCCCC(CC=O)O,"['savory', 'herbal']",158.130679816,2,0,0,0,0,0,0,0,1,1,0,0
196435,CC1(CCCC2(C1CCC3C2CCO3)C)C,"['green', 'woody', 'animal']",222.198365452,3,0,1,0,0,0,0,1,0,0,0,1
197828,CC1N=C(SC(S1)C)C,['savory'],161.033291352,1,0,0,0,0,0,0,0,0,1,0,0
198512,CC(C)CC1OC(OC(O1)CC(C)C)CC(C)C,"['savory', 'fruity', 'flower']",258.21949482,3,0,0,0,0,1,1,0,0,1,0,0
205986,CCC=CCC(C=C)O,"['flower', 'aquatic', 'savory', 'earthy', 'green']",126.104465068,5,0,0,1,1,1,0,1,0,1,0,0
206037,CSCCCCCN=C=S,"['savory', 'green']",175.048941416,2,0,0,0,0,0,0,1,0,1,0,0
208862,CCCCCC(OCCC(C)C)OCCC(C)C,"['alcohol', 'fruity', 'green']",258.255880328,3,1,0,0,0,0,1,1,0,0,0,0
208863,CCCCCC(OCCCC)OCCCC,"['alcohol', 'fruity', 'green']",230.2245802,3,1,0,0,0,0,1,1,0,0,0,0
210704,CCCC(CCO)O,['animal'],118.099379688,1,0,1,0,0,0,0,0,0,0,0,0
212930,CC(=O)C=CC1=CC=CO1,"['savory', 'spices']",136.052429496,2,0,0,0,0,0,0,0,0,1,1,0
215850,CN1CCNC2=CC=CC=C21,['savory'],148.100048384,1,0,0,0,0,0,0,0,0,1,0,0
216439,CC1=CCC(CC1OC(=O)CC(C)C)C(=C)C,"['fruity', 'herbal']",236.177630008,2,0,0,0,0,0,1,0,1,0,0,0
216442,COC(=O)C1=CC=CC=C1N=CC=CC2=CC=CC=C2,"['fruity', 'flower']",265.11027872,2,0,0,0,0,1,1,0,0,0,0,0
219171,CCCCOC(C1=CC=CC=C1)OCCCC,"['savory', 'fruity', 'herbal']",236.177630008,3,0,0,0,0,0,1,0,1,1,0,0
219461,CC1CSSC1,['savory'],120.006742256,1,0,0,0,0,0,0,0,0,1,0,0
219500,CCC(C)(C)C(=O)C(C)(C)C,['herbal'],156.15141526,1,0,0,0,0,0,0,0,1,0,0,0
219672,CC(C)CC(=O)CC1=CC=CC=C1,"['savory', 'fruity']",176.120115132,2,0,0,0,0,0,1,0,0,1,0,0
219794,CCCC(C(=O)CCC)O,['savory'],144.115029752,1,0,0,0,0,0,0,0,0,1,0,0
220010,C[C@H]([C@H](C)O)O,['savory'],90.06807956,1,0,0,0,0,0,0,0,0,1,0,0
220036,CCCC(=O)CC(=O)C1=CC=CC=C1,['flower'],190.099379688,1,0,0,0,0,1,0,0,0,0,0,0
220050,C[C@]12CC[C@@H](C1(C)C)C[C@@H]2OC,"['woody', 'herbal']",168.15141526,2,0,0,0,0,0,0,0,1,0,0,1
220080,CCCC(=O)C(CC)C(=O)OCC,['fruity'],186.125594436,1,0,0,0,0,0,1,0,0,0,0,0
